Date,Year,Month,Day,Day_of_Week,Total_Parking_Slots,Occupied_Slots,Available_Slots,Occupancy_Rate_Percentage,Total_Bookings,Peak_Hour_Start,Peak_Hour_End,Peak_Hour_Bookings,Revenue_PKR,Operating_Cost_PKR,Maintenance_Cost_PKR,Net_Profit_PKR,Average_Parking_Duration_Hours
2025-05-31,2025,5,31,Saturday,100,85,15,85.0,193,17:00,20:00,70,29737.91,11971.54,0,17766.37,5.43
2025-06-01,2025,6,1,Sunday,100,80,20,80.0,116,12:00,14:00,38,30708.94,12460.19,13577.22,4671.53,3.75
2025-06-02,2025,6,2,Monday,100,64,36,64.0,93,08:00,10:00,36,22313.95,11279.08,0,11034.87,2.6
2025-06-03,2025,6,3,Tuesday,100,76,24,76.0,121,08:00,10:00,33,30946.65,11605.05,0,19341.6,2.39
2025-06-04,2025,6,4,Wednesday,100,55,45,55.0,110,08:00,10:00,40,20227.71,10072.84,0,10154.87,2.68
2025-06-05,2025,6,5,Thursday,100,67,33,67.0,132,08:00,10:00,41,28726.89,10106.61,0,18620.28,3.43
2025-06-06,2025,6,6,Friday,100,73,27,73.0,162,08:00,10:00,50,38961.64,11080.85,0,27880.79,3.47
2025-06-07,2025,6,7,Saturday,100,83,17,83.0,122,17:00,20:00,46,22507.22,12314.24,2994.81,7198.17,2.74
2025-06-08,2025,6,8,Sunday,100,92,8,92.0,156,17:00,20:00,58,25043.92,10954.42,0,14089.5,3.25
2025-06-09,2025,6,9,Monday,100,75,25,75.0,148,08:00,10:00,53,27240.16,10647.17,0,16592.99,1.08
2025-06-10,2025,6,10,Tuesday,100,68,32,68.0,138,08:00,10:00,47,27577.04,11617.07,0,15959.97,1.29
2025-06-11,2025,6,11,Wednesday,100,67,33,67.0,106,12:00,14:00,34,19875.49,11320.86,0,8554.63,3.5
2025-06-12,2025,6,12,Thursday,100,68,32,68.0,120,08:00,10:00,37,25810.43,10982.98,0,14827.45,3.24
2025-06-13,2025,6,13,Friday,100,65,35,65.0,103,08:00,10:00,35,17172.78,10921.12,0,6251.66,1.92
2025-06-14,2025,6,14,Saturday,100,81,19,81.0,154,17:00,20:00,44,36890.8,11249.65,0,25641.15,5.4
2025-06-15,2025,6,15,Sunday,100,99,1,99.0,147,12:00,14:00,49,35583.99,13394.62,0,22189.37,5.39
2025-06-16,2025,6,16,Monday,100,80,20,80.0,98,08:00,10:00,35,19813.75,11057.25,0,8756.5,4.8
2025-06-17,2025,6,17,Tuesday,100,77,23,77.0,141,12:00,14:00,46,24406.51,11488.75,0,12917.76,4.39
2025-06-18,2025,6,18,Wednesday,100,71,29,71.0,110,17:00,20:00,37,19220.17,11698.58,4077.52,3444.07,1.81
2025-06-19,2025,6,19,Thursday,100,54,46,54.0,118,12:00,14:00,45,20086.92,11096.47,0,8990.45,3.4
2025-06-20,2025,6,20,Friday,100,69,31,69.0,133,08:00,10:00,35,27256.97,11185.0,0,16071.97,3.67
2025-06-21,2025,6,21,Saturday,100,87,13,87.0,193,12:00,14:00,72,48431.56,11360.77,0,37070.79,4.53
2025-06-22,2025,6,22,Sunday,100,83,17,83.0,150,08:00,10:00,42,26433.85,10687.91,0,15745.94,3.76
2025-06-23,2025,6,23,Monday,100,69,31,69.0,100,17:00,20:00,38,23134.12,10834.64,0,12299.48,4.34
2025-06-24,2025,6,24,Tuesday,100,65,35,65.0,110,08:00,10:00,29,28817.41,11022.05,4001.5,13793.86,2.12
2025-06-25,2025,6,25,Wednesday,100,63,37,63.0,102,12:00,14:00,30,21894.71,11727.45,0,10167.26,4.21
2025-06-26,2025,6,26,Thursday,100,65,35,65.0,108,12:00,14:00,40,25116.01,10801.75,0,14314.26,4.98
2025-06-27,2025,6,27,Friday,100,69,31,69.0,111,12:00,14:00,42,28534.85,11830.89,0,16703.96,2.87
2025-06-28,2025,6,28,Saturday,100,85,15,85.0,134,08:00,10:00,41,25068.76,12241.77,0,12826.99,4.14
2025-06-29,2025,6,29,Sunday,100,95,5,95.0,147,08:00,10:00,49,23779.49,11961.84,0,11817.65,4.19
2025-06-30,2025,6,30,Monday,100,75,25,75.0,146,08:00,10:00,37,36942.32,11839.08,5336.26,19766.98,1.86
2025-07-01,2025,7,1,Tuesday,100,59,41,59.0,96,17:00,20:00,28,24145.76,10712.86,14284.16,-851.26,2.57
2025-07-02,2025,7,2,Wednesday,100,78,22,78.0,126,08:00,10:00,44,25659.59,11004.09,0,14655.5,4.89
2025-07-03,2025,7,3,Thursday,100,74,26,74.0,117,08:00,10:00,38,20754.96,12069.94,0,8685.02,1.98
2025-07-04,2025,7,4,Friday,100,57,43,57.0,81,17:00,20:00,21,20858.3,9920.22,0,10938.08,4.95
2025-07-05,2025,7,5,Saturday,100,87,13,87.0,139,08:00,10:00,50,25828.45,12321.75,0,13506.7,2.92
2025-07-06,2025,7,6,Sunday,100,95,5,95.0,141,08:00,10:00,42,25539.83,13114.67,0,12425.16,4.48
2025-07-07,2025,7,7,Monday,100,73,27,73.0,121,12:00,14:00,40,30125.72,11182.15,0,18943.57,3.53
2025-07-08,2025,7,8,Tuesday,100,70,30,70.0,120,17:00,20:00,44,21641.13,11411.88,0,10229.25,3.09
2025-07-09,2025,7,9,Wednesday,100,69,31,69.0,109,17:00,20:00,36,24698.58,10888.73,0,13809.85,4.2
2025-07-10,2025,7,10,Thursday,100,77,23,77.0,145,17:00,20:00,36,29267.86,12228.77,0,17039.09,2.54
2025-07-11,2025,7,11,Friday,100,58,42,58.0,96,12:00,14:00,33,22494.67,10598.71,0,11895.96,3.33
2025-07-12,2025,7,12,Saturday,100,84,16,84.0,179,17:00,20:00,65,45558.14,11759.42,4372.3,29426.42,2.42
2025-07-13,2025,7,13,Sunday,100,89,11,89.0,167,17:00,20:00,55,43594.8,11089.64,0,32505.16,5.93
2025-07-14,2025,7,14,Monday,100,64,36,64.0,137,12:00,14:00,38,21140.78,11331.29,0,9809.49,5.05
2025-07-15,2025,7,15,Tuesday,100,59,41,59.0,88,12:00,14:00,32,13785.67,9897.21,5651.33,-1762.87,4.08
2025-07-16,2025,7,16,Wednesday,100,73,27,73.0,138,08:00,10:00,37,32935.24,12129.18,0,20806.06,4.66
2025-07-17,2025,7,17,Thursday,100,62,38,62.0,96,12:00,14:00,38,15564.37,10417.42,0,5146.95,5.08
2025-07-18,2025,7,18,Friday,100,60,40,60.0,122,12:00,14:00,33,21391.28,10389.23,2602.99,8399.06,3.11
2025-07-19,2025,7,19,Saturday,100,83,17,83.0,122,17:00,20:00,34,24608.64,11177.38,0,13431.26,2.65
2025-07-20,2025,7,20,Sunday,100,93,7,93.0,115,12:00,14:00,39,23147.48,12453.7,3211.82,7481.96,3.46
2025-07-21,2025,7,21,Monday,100,63,37,63.0,122,12:00,14:00,37,25306.77,10531.36,0,14775.41,4.02
2025-07-22,2025,7,22,Tuesday,100,61,39,61.0,93,08:00,10:00,36,20559.65,11080.35,0,9479.3,3.03
2025-07-23,2025,7,23,Wednesday,100,80,20,80.0,140,08:00,10:00,48,27565.56,11886.91,0,15678.65,2.15
2025-07-24,2025,7,24,Thursday,100,67,33,67.0,107,12:00,14:00,36,20807.94,11335.92,0,9472.02,2.13
2025-07-25,2025,7,25,Friday,100,72,28,72.0,156,08:00,10:00,50,35030.92,12327.57,0,22703.35,3.1
2025-07-26,2025,7,26,Saturday,100,91,9,91.0,133,17:00,20:00,46,33825.48,13573.81,0,20251.67,4.03
2025-07-27,2025,7,27,Sunday,100,83,17,83.0,166,17:00,20:00,60,27541.79,12612.85,0,14928.94,4.59
2025-07-28,2025,7,28,Monday,100,58,42,58.0,109,08:00,10:00,37,19774.16,10276.69,4685.76,4811.71,3.74
2025-07-29,2025,7,29,Tuesday,100,76,24,76.0,113,12:00,14:00,29,22777.09,10400.65,0,12376.44,1.41
2025-07-30,2025,7,30,Wednesday,100,69,31,69.0,111,12:00,14:00,40,24864.24,10686.11,5719.49,8458.64,1.34
2025-07-31,2025,7,31,Thursday,100,65,35,65.0,114,12:00,14:00,41,20578.86,11147.13,0,9431.73,5.45
2025-08-01,2025,8,1,Friday,100,63,37,63.0,97,08:00,10:00,39,19121.97,10568.75,12094.56,-3541.34,3.93
2025-08-02,2025,8,2,Saturday,100,80,20,80.0,157,17:00,20:00,46,37594.0,11116.02,0,26477.98,2.82
2025-08-03,2025,8,3,Sunday,100,90,10,90.0,178,08:00,10:00,49,43106.64,11451.98,0,31654.66,6.37
2025-08-04,2025,8,4,Monday,100,66,34,66.0,132,12:00,14:00,47,29814.87,10763.24,0,19051.63,3.44
2025-08-05,2025,8,5,Tuesday,100,57,43,57.0,99,17:00,20:00,27,18659.29,10196.04,3533.41,4929.84,4.15
2025-08-06,2025,8,6,Wednesday,100,74,26,74.0,138,12:00,14:00,37,31219.83,11396.36,4439.25,15384.22,1.45
2025-08-07,2025,8,7,Thursday,100,62,38,62.0,128,08:00,10:00,44,30986.48,11036.44,0,19950.04,3.6
2025-08-08,2025,8,8,Friday,100,71,29,71.0,150,17:00,20:00,45,28346.74,10560.67,0,17786.07,3.33
2025-08-09,2025,8,9,Saturday,100,86,14,86.0,151,17:00,20:00,56,37780.11,12588.76,0,25191.35,3.01
2025-08-10,2025,8,10,Sunday,100,95,5,95.0,199,17:00,20:00,75,32427.67,11786.73,0,20640.94,4.94
2025-08-11,2025,8,11,Monday,100,67,33,67.0,116,12:00,14:00,34,23405.21,11063.75,0,12341.46,4.38
2025-08-12,2025,8,12,Tuesday,100,58,42,58.0,84,17:00,20:00,31,18742.86,10574.45,0,8168.41,5.48
2025-08-13,2025,8,13,Wednesday,100,69,31,69.0,92,12:00,14:00,24,23689.29,10736.97,0,12952.32,3.07
2025-08-14,2025,8,14,Thursday,100,94,6,94.0,147,08:00,10:00,40,35829.32,12507.49,0,23321.83,5.59
2025-08-15,2025,8,15,Friday,100,73,27,73.0,132,12:00,14:00,39,31538.19,10691.27,0,20846.92,2.7
2025-08-16,2025,8,16,Saturday,100,91,9,91.0,125,08:00,10:00,38,27025.47,11488.54,0,15536.93,5.17
2025-08-17,2025,8,17,Sunday,100,80,20,80.0,139,12:00,14:00,54,31891.31,11279.49,0,20611.82,6.32
2025-08-18,2025,8,18,Monday,100,65,35,65.0,101,08:00,10:00,37,24734.59,10097.46,0,14637.13,5.03
2025-08-19,2025,8,19,Tuesday,100,74,26,74.0,124,08:00,10:00,35,28458.71,10682.67,0,17776.04,5.44
2025-08-20,2025,8,20,Wednesday,100,72,28,72.0,94,12:00,14:00,30,20206.62,11957.07,2913.36,5336.19,5.01
2025-08-21,2025,8,21,Thursday,100,75,25,75.0,128,08:00,10:00,46,30607.06,12155.62,0,18451.44,2.6
2025-08-22,2025,8,22,Friday,100,61,39,61.0,101,12:00,14:00,37,19451.19,10467.81,0,8983.38,1.98
2025-08-23,2025,8,23,Saturday,100,79,21,79.0,120,08:00,10:00,38,30976.0,11214.51,0,19761.49,4.65
2025-08-24,2025,8,24,Sunday,100,86,14,86.0,170,17:00,20:00,55,29794.54,12135.92,0,17658.62,3.42
2025-08-25,2025,8,25,Monday,100,67,33,67.0,112,12:00,14:00,44,29215.66,11106.66,2715.18,15393.82,4.49
2025-08-26,2025,8,26,Tuesday,100,67,33,67.0,137,08:00,10:00,48,33572.74,10520.0,0,23052.74,3.04
2025-08-27,2025,8,27,Wednesday,100,65,35,65.0,102,12:00,14:00,34,17625.74,11402.24,0,6223.5,3.58
2025-08-28,2025,8,28,Thursday,100,65,35,65.0,118,12:00,14:00,37,27753.63,11137.92,0,16615.71,1.85
2025-08-29,2025,8,29,Friday,100,65,35,65.0,132,12:00,14:00,41,26224.02,10615.42,0,15608.6,4.53
2025-08-30,2025,8,30,Saturday,100,90,10,90.0,143,17:00,20:00,40,32745.35,12961.94,3302.74,16480.67,4.79
2025-08-31,2025,8,31,Sunday,100,87,13,87.0,156,17:00,20:00,41,28466.46,11818.95,0,16647.51,5.29
2025-09-01,2025,9,1,Monday,100,51,49,51.0,107,08:00,10:00,43,23377.74,9637.2,14465.24,-724.7,2.26
2025-09-02,2025,9,2,Tuesday,100,70,30,70.0,118,12:00,14:00,37,20303.71,10908.19,0,9395.52,2.93
2025-09-03,2025,9,3,Wednesday,100,55,45,55.0,97,17:00,20:00,34,16785.2,10728.64,0,6056.56,4.65
2025-09-04,2025,9,4,Thursday,100,51,49,51.0,78,12:00,14:00,25,15207.17,10486.39,0,4720.78,2.56
2025-09-05,2025,9,5,Friday,100,59,41,59.0,115,12:00,14:00,43,18893.35,9599.43,0,9293.92,4.6
2025-09-06,2025,9,6,Saturday,100,99,1,99.0,159,12:00,14:00,41,29802.98,12704.42,0,17098.56,6.5
2025-09-07,2025,9,7,Sunday,100,93,7,93.0,178,17:00,20:00,65,42744.66,11180.28,2608.82,28955.56,4.01
2025-09-08,2025,9,8,Monday,100,66,34,66.0,119,12:00,14:00,43,31204.81,10725.92,0,20478.89,1.98
2025-09-09,2025,9,9,Tuesday,100,64,36,64.0,103,08:00,10:00,36,19867.67,11140.69,0,8726.98,4.68
2025-09-10,2025,9,10,Wednesday,100,61,39,61.0,83,08:00,10:00,25,14086.96,11439.07,0,2647.89,5.36
2025-09-11,2025,9,11,Thursday,100,61,39,61.0,96,08:00,10:00,28,19484.19,11334.75,0,8149.44,5.29
2025-09-12,2025,9,12,Friday,100,66,34,66.0,141,08:00,10:00,54,35022.82,10190.01,4360.87,20471.94,2.07
2025-09-13,2025,9,13,Saturday,100,88,12,88.0,159,17:00,20:00,44,28800.04,11764.39,0,17035.65,4.03
2025-09-14,2025,9,14,Sunday,100,92,8,92.0,149,12:00,14:00,40,30580.14,12218.5,0,18361.64,4.29
2025-09-15,2025,9,15,Monday,100,62,38,62.0,135,12:00,14:00,38,31441.31,11212.75,0,20228.56,4.38
2025-09-16,2025,9,16,Tuesday,100,64,36,64.0,131,08:00,10:00,33,27698.16,11233.32,0,16464.84,5.06
2025-09-17,2025,9,17,Wednesday,100,60,40,60.0,96,08:00,10:00,26,25172.67,11060.63,0,14112.04,4.47
2025-09-18,2025,9,18,Thursday,100,67,33,67.0,112,08:00,10:00,42,25011.33,10712.51,0,14298.82,5.05
2025-09-19,2025,9,19,Friday,100,65,35,65.0,106,12:00,14:00,35,18271.09,12189.61,0,6081.48,5.86
2025-09-20,2025,9,20,Saturday,100,75,25,75.0,159,12:00,14:00,60,38607.22,11526.0,0,27081.22,4.99
2025-09-21,2025,9,21,Sunday,100,76,24,76.0,153,12:00,14:00,55,38001.05,11484.48,0,26516.57,5.66
2025-09-22,2025,9,22,Monday,100,63,37,63.0,90,12:00,14:00,26,16807.58,10502.24,0,6305.34,3.26
2025-09-23,2025,9,23,Tuesday,100,52,48,52.0,98,08:00,10:00,31,22454.65,11429.39,0,11025.26,4.17
2025-09-24,2025,9,24,Wednesday,100,68,32,68.0,76,12:00,14:00,29,14121.11,9807.84,0,4313.27,4.09
2025-09-25,2025,9,25,Thursday,100,66,34,66.0,107,08:00,10:00,37,23057.43,10757.7,0,12299.73,4.81
2025-09-26,2025,9,26,Friday,100,65,35,65.0,140,12:00,14:00,45,23395.73,11224.98,0,12170.75,4.59
2025-09-27,2025,9,27,Saturday,100,84,16,84.0,126,12:00,14:00,34,27375.32,12294.52,0,15080.8,6.67
2025-09-28,2025,9,28,Sunday,100,85,15,85.0,173,17:00,20:00,57,29731.65,12451.13,4403.75,12876.77,3.58
2025-09-29,2025,9,29,Monday,100,68,32,68.0,133,08:00,10:00,38,34603.7,11035.25,0,23568.45,5.04
2025-09-30,2025,9,30,Tuesday,100,65,35,65.0,138,12:00,14:00,54,27748.56,10636.56,5603.83,11508.17,5.33
2025-10-01,2025,10,1,Wednesday,100,68,32,68.0,93,17:00,20:00,23,17329.64,11169.84,8414.56,-2254.76,2.95
2025-10-02,2025,10,2,Thursday,100,70,30,70.0,146,17:00,20:00,57,26739.25,11202.19,0,15537.06,1.91
2025-10-03,2025,10,3,Friday,100,68,32,68.0,142,08:00,10:00,51,36666.89,10744.9,0,25921.99,3.6
2025-10-04,2025,10,4,Saturday,100,74,26,74.0,147,17:00,20:00,42,30154.78,11257.56,0,18897.22,3.76
2025-10-05,2025,10,5,Sunday,100,79,21,79.0,145,17:00,20:00,39,30146.58,11957.5,0,18189.08,2.9
2025-10-06,2025,10,6,Monday,100,80,20,80.0,158,12:00,14:00,48,39821.85,12444.36,0,27377.49,1.85
2025-10-07,2025,10,7,Tuesday,100,64,36,64.0,116,17:00,20:00,40,22406.67,10531.54,5223.97,6651.16,2.51
2025-10-08,2025,10,8,Wednesday,100,55,45,55.0,105,08:00,10:00,39,24589.37,10588.19,0,14001.18,3.29
2025-10-09,2025,10,9,Thursday,100,57,43,57.0,111,17:00,20:00,37,18845.2,10102.83,0,8742.37,4.19
2025-10-10,2025,10,10,Friday,100,63,37,63.0,117,12:00,14:00,37,29182.54,10875.85,0,18306.69,3.71
2025-10-11,2025,10,11,Saturday,100,89,11,89.0,119,17:00,20:00,32,31113.15,12546.9,0,18566.25,3.69
2025-10-12,2025,10,12,Sunday,100,85,15,85.0,144,08:00,10:00,46,38133.64,12454.19,0,25679.45,5.59
2025-10-13,2025,10,13,Monday,100,62,38,62.0,116,08:00,10:00,38,19182.66,11102.29,0,8080.37,4.08
2025-10-14,2025,10,14,Tuesday,100,71,29,71.0,138,08:00,10:00,45,24284.6,10787.11,0,13497.49,4.81
2025-10-15,2025,10,15,Wednesday,100,63,37,63.0,88,08:00,10:00,30,22810.28,10927.07,0,11883.21,3.6
2025-10-16,2025,10,16,Thursday,100,65,35,65.0,127,17:00,20:00,44,31541.68,10619.92,0,20921.76,2.04
2025-10-17,2025,10,17,Friday,100,74,26,74.0,153,08:00,10:00,51,25443.33,11610.67,0,13832.66,5.57
2025-10-18,2025,10,18,Saturday,100,85,15,85.0,164,12:00,14:00,63,33706.88,10997.42,0,22709.46,5.18
2025-10-19,2025,10,19,Sunday,100,74,26,74.0,165,08:00,10:00,46,34961.07,11684.38,0,23276.69,5.16
2025-10-20,2025,10,20,Monday,100,74,26,74.0,113,08:00,10:00,44,29353.78,11274.15,0,18079.63,2.45
2025-10-21,2025,10,21,Tuesday,100,60,40,60.0,130,12:00,14:00,42,26914.71,10688.75,4808.58,11417.38,5.11
2025-10-22,2025,10,22,Wednesday,100,65,35,65.0,97,17:00,20:00,31,20011.02,10422.48,0,9588.54,3.73
2025-10-23,2025,10,23,Thursday,100,68,32,68.0,143,08:00,10:00,50,23365.12,11612.56,0,11752.56,3.73
2025-10-24,2025,10,24,Friday,100,54,46,54.0,80,08:00,10:00,28,15422.01,10277.74,0,5144.27,5.82
2025-10-25,2025,10,25,Saturday,100,86,14,86.0,169,12:00,14:00,42,37799.05,12229.4,0,25569.65,3.32
2025-10-26,2025,10,26,Sunday,100,78,22,78.0,117,17:00,20:00,43,31366.34,11212.91,0,20153.43,2.65
2025-10-27,2025,10,27,Monday,100,70,30,70.0,149,08:00,10:00,46,34392.11,11162.18,0,23229.93,3.38
2025-10-28,2025,10,28,Tuesday,100,63,37,63.0,99,08:00,10:00,30,22438.25,10966.55,2243.6,9228.1,3.86
2025-10-29,2025,10,29,Wednesday,100,62,38,62.0,79,17:00,20:00,20,15319.33,10897.47,0,4421.86,5.2
2025-10-30,2025,10,30,Thursday,100,66,34,66.0,103,08:00,10:00,31,26280.49,10536.52,0,15743.97,4.6
2025-10-31,2025,10,31,Friday,100,64,36,64.0,124,12:00,14:00,43,32267.33,11765.26,0,20502.07,2.41
2025-11-01,2025,11,1,Saturday,100,93,7,93.0,129,08:00,10:00,36,22696.22,11460.52,13488.44,-2252.74,6.4
2025-11-02,2025,11,2,Sunday,100,95,5,95.0,143,08:00,10:00,56,30457.83,12199.26,0,18258.57,6.05
2025-11-03,2025,11,3,Monday,100,86,14,86.0,173,08:00,10:00,57,39457.62,11587.75,0,27869.87,4.36
2025-11-04,2025,11,4,Tuesday,100,75,25,75.0,103,12:00,14:00,30,23358.65,10842.46,0,12516.19,3.77
2025-11-05,2025,11,5,Wednesday,100,74,26,74.0,160,12:00,14:00,59,37165.94,10894.37,0,26271.57,4.41
2025-11-06,2025,11,6,Thursday,100,75,25,75.0,117,08:00,10:00,30,30794.38,10609.34,0,20185.04,4.86
2025-11-07,2025,11,7,Friday,100,77,23,77.0,106,08:00,10:00,38,27187.49,12527.31,0,14660.18,4.06
2025-11-08,2025,11,8,Saturday,100,88,12,88.0,163,08:00,10:00,50,41368.41,11954.5,0,29413.91,6.19
2025-11-09,2025,11,9,Sunday,100,99,1,99.0,161,17:00,20:00,41,31620.41,13020.6,0,18599.81,5.63
2025-11-10,2025,11,10,Monday,100,82,18,82.0,174,12:00,14:00,67,34594.02,11807.25,5266.9,17519.87,3.86
2025-11-11,2025,11,11,Tuesday,100,71,29,71.0,113,12:00,14:00,36,25869.45,11874.9,0,13994.55,2.19
2025-11-12,2025,11,12,Wednesday,100,74,26,74.0,145,17:00,20:00,52,33575.09,11157.69,0,22417.4,2.9
2025-11-13,2025,11,13,Thursday,100,81,19,81.0,109,17:00,20:00,31,23231.76,11674.58,0,11557.18,2.29
2025-11-14,2025,11,14,Friday,100,79,21,79.0,111,12:00,14:00,35,19355.23,11297.88,0,8057.35,4.37
2025-11-15,2025,11,15,Saturday,100,96,4,96.0,125,08:00,10:00,47,23084.49,12330.42,0,10754.07,3.05
2025-11-16,2025,11,16,Sunday,100,95,5,95.0,141,08:00,10:00,49,29296.34,11466.59,0,17829.75,3.51
2025-11-17,2025,11,17,Monday,100,73,27,73.0,101,08:00,10:00,33,16296.17,11575.61,0,4720.56,4.31
2025-11-18,2025,11,18,Tuesday,100,78,22,78.0,106,08:00,10:00,36,26932.8,10727.36,5748.84,10456.6,4.06
2025-11-19,2025,11,19,Wednesday,100,76,24,76.0,136,12:00,14:00,48,30356.24,11515.17,0,18841.07,3.5
2025-11-20,2025,11,20,Thursday,100,81,19,81.0,124,12:00,14:00,49,24692.32,11074.7,0,13617.62,1.76
2025-11-21,2025,11,21,Friday,100,69,31,69.0,125,08:00,10:00,39,31024.33,11440.31,3809.25,15774.77,5.46
2025-11-22,2025,11,22,Saturday,100,91,9,91.0,174,08:00,10:00,57,31990.5,12678.8,0,19311.7,3.8
2025-11-23,2025,11,23,Sunday,100,84,16,84.0,171,12:00,14:00,51,33987.62,11230.47,0,22757.15,4.34
2025-11-24,2025,11,24,Monday,100,80,20,80.0,172,12:00,14:00,67,35137.54,10943.08,0,24194.46,2.97
2025-11-25,2025,11,25,Tuesday,100,99,1,99.0,136,12:00,14:00,50,27940.14,12499.98,0,15440.16,3.15
2025-11-26,2025,11,26,Wednesday,100,86,14,86.0,166,17:00,20:00,58,40009.55,11088.94,0,28920.61,2.68
2025-11-27,2025,11,27,Thursday,100,81,19,81.0,114,08:00,10:00,43,22814.81,11940.99,0,10873.82,1.9
2025-11-28,2025,11,28,Friday,100,74,26,74.0,115,17:00,20:00,32,19811.77,10805.34,5933.21,3073.22,4.1
2025-11-29,2025,11,29,Saturday,100,99,1,99.0,180,08:00,10:00,57,42848.31,12086.08,0,30762.23,4.97
2025-11-30,2025,11,30,Sunday,100,99,1,99.0,168,17:00,20:00,53,26699.75,12643.1,5545.96,8510.69,3.0
2025-12-01,2025,12,1,Monday,100,99,1,99.0,167,08:00,10:00,67,46772.64,13165.66,10482.98,23124.0,6.36
2025-12-02,2025,12,2,Tuesday,100,70,30,70.0,128,17:00,20:00,39,23569.82,11878.73,0,11691.09,5.09
2025-12-03,2025,12,3,Wednesday,100,82,18,82.0,130,12:00,14:00,41,21165.02,11997.54,0,9167.48,1.66
2025-12-04,2025,12,4,Thursday,100,88,12,88.0,107,12:00,14:00,32,19393.39,11683.31,0,7710.08,2.62
2025-12-05,2025,12,5,Friday,100,82,18,82.0,155,12:00,14:00,47,40395.32,11540.21,0,28855.11,5.19
2025-12-06,2025,12,6,Saturday,100,99,1,99.0,161,17:00,20:00,43,39859.19,11935.89,0,27923.3,4.92
2025-12-07,2025,12,7,Sunday,100,96,4,96.0,133,17:00,20:00,48,26319.59,10819.13,0,15500.46,4.64
2025-12-08,2025,12,8,Monday,100,74,26,74.0,143,08:00,10:00,39,36962.13,10838.6,0,26123.53,4.54
2025-12-09,2025,12,9,Tuesday,100,78,22,78.0,109,08:00,10:00,36,22789.49,12119.4,0,10670.09,4.31
2025-12-10,2025,12,10,Wednesday,100,68,32,68.0,110,12:00,14:00,29,28957.02,11401.37,4811.47,12744.18,1.71
2025-12-11,2025,12,11,Thursday,100,80,20,80.0,179,08:00,10:00,62,39489.42,11540.85,0,27948.57,4.75
2025-12-12,2025,12,12,Friday,100,69,31,69.0,148,08:00,10:00,54,23834.88,10845.32,2319.81,10669.75,4.14
2025-12-13,2025,12,13,Saturday,100,96,4,96.0,188,08:00,10:00,64,48160.69,12619.38,0,35541.31,5.31
2025-12-14,2025,12,14,Sunday,100,94,6,94.0,195,12:00,14:00,58,40852.14,12715.69,3411.58,24724.87,4.54
2025-12-15,2025,12,15,Monday,100,65,35,65.0,137,17:00,20:00,44,34825.02,10460.79,5493.45,18870.78,4.34
2025-12-16,2025,12,16,Tuesday,100,69,31,69.0,106,08:00,10:00,33,26420.23,10821.32,0,15598.91,3.0
2025-12-17,2025,12,17,Wednesday,100,81,19,81.0,111,08:00,10:00,33,29272.41,10724.47,0,18547.94,3.28
2025-12-18,2025,12,18,Thursday,100,82,18,82.0,151,08:00,10:00,40,39539.76,12095.5,5214.49,22229.77,3.45
2025-12-19,2025,12,19,Friday,100,83,17,83.0,120,12:00,14:00,42,24397.56,11023.92,0,13373.64,5.43
2025-12-20,2025,12,20,Saturday,100,85,15,85.0,125,12:00,14:00,39,22504.11,11551.85,0,10952.26,5.46
2025-12-21,2025,12,21,Sunday,100,89,11,89.0,140,08:00,10:00,38,27062.39,12896.72,0,14165.67,6.15
2025-12-22,2025,12,22,Monday,100,78,22,78.0,170,08:00,10:00,65,33388.48,10903.02,0,22485.46,2.5
2025-12-23,2025,12,23,Tuesday,100,68,32,68.0,140,08:00,10:00,38,34627.79,10536.31,0,24091.48,3.23
2025-12-24,2025,12,24,Wednesday,100,81,19,81.0,132,17:00,20:00,45,28702.51,12271.85,0,16430.66,2.58
2025-12-25,2025,12,25,Thursday,100,99,1,99.0,179,17:00,20:00,51,40669.21,13092.9,0,27576.31,2.29
2025-12-26,2025,12,26,Friday,100,72,28,72.0,92,12:00,14:00,36,16185.31,10899.28,0,5286.03,4.97
2025-12-27,2025,12,27,Saturday,100,92,8,92.0,171,12:00,14:00,58,32468.86,11158.43,0,21310.43,4.06
2025-12-28,2025,12,28,Sunday,100,95,5,95.0,171,17:00,20:00,53,33109.53,11311.08,2157.53,19640.92,4.93
2025-12-29,2025,12,29,Monday,100,76,24,76.0,125,17:00,20:00,34,20850.9,11982.71,0,8868.19,3.01
2025-12-30,2025,12,30,Tuesday,100,69,31,69.0,125,12:00,14:00,41,28318.27,10872.16,2636.24,14809.87,4.06
2025-12-31,2025,12,31,Wednesday,100,99,1,99.0,131,17:00,20:00,33,34526.58,12900.91,0,21625.67,5.95
